,ACWI,AGG,GLD,BSV
2024-01-05,0.23712953342239376,0.18814630646677552,0.375,0.19972416011083072
2024-01-12,0.2242590668447875,0.12629261293355104,0.5,0.14944832022166146
2024-01-19,0.2113886002671813,0.06443891940032656,0.6250000000000001,0.09917248033249221
2024-01-26,0.198518133689575,0.0025852258671020534,0.75,0.048896640443322925
2024-02-02,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2024-02-09,0.24829964458538922,0.041378425791076395,0.6302244775522448,0.08009745207128963
2024-02-16,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2024-02-23,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2024-03-01,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2024-03-08,0.19795038319778283,0.00038059070560444324,0.630254296334264,0.17141472976234878
2024-03-15,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2024-03-22,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2024-03-29,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2024-04-05,0.19795038319778283,0.00038059070560444324,0.630254296334264,0.17141472976234878
2024-04-12,0.19788506870310835,0.12537938447326621,0.5053196108289385,0.171415935994687
2024-04-19,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2024-04-26,0.19781584750768344,0.20099492165907146,0.3047720891190737,0.29641714171417144
2024-05-03,0.19786143904270356,0.14523941411756727,0.42972649758405357,0.22717264925567562
2024-05-10,0.28633008208286415,0.17571245524704224,0.30472649758405357,0.23323096508604008
2024-05-17,0.3747987251230247,0.2061854963765172,0.17972649758405357,0.23928928091640453
2024-05-24,0.46326736816318526,0.2366585375059922,0.05472649758405357,0.245347596746769
2024-05-31,0.4159283369008414,0.19442812709197171,0.17972649758405357,0.20991703842313333
2024-06-07,0.36858930563849757,0.1521977166779512,0.30472649758405357,0.17448648009949766
2024-06-14,0.3212502743761537,0.1099673062639307,0.42972649758405357,0.13905592177586198
2024-06-21,0.2978994041701482,0.08960181654182009,0.34844285751216975,0.26405592177586196
2024-06-28,0.26719521386636114,0.06206805760102996,0.47344285751216975,0.19729387102043916
2024-07-05,0.23649102356257407,0.03453429866023982,0.5984428575121697,0.13053182026501636
2024-07-12,0.20578683325878697,0.007000539719449684,0.7234428575121697,0.0637697695095936
2024-07-19,0.20294933683978877,0.09366150782577412,0.601280353931168,0.10210880140326913
2024-07-26,0.20011184042079058,0.1803224759320986,0.4791178503501662,0.14044783329694466
2024-08-02,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2024-08-09,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2024-08-16,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2024-08-23,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2024-08-30,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2024-09-06,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2024-09-13,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2024-09-20,0.1978732628915593,0.1668715276931686,0.505384562891019,0.12987064652425317
2024-09-27,0.19792674380492076,0.08341802288308685,0.6303310819776575,0.08832415133433492
2024-10-04,0.19790447917122808,0.06916830814164397,0.5196030613527931,0.2133241513343349
2024-10-11,0.1978822145375354,0.05491859340020109,0.40887504072792863,0.3383241513343349
2024-10-18,0.19785994990384273,0.040668878658758206,0.29814702010306415,0.4633241513343349
2024-10-25,0.19783768527015005,0.026419163917315327,0.18741899947819973,0.5883241513343349
2024-11-01,0.19783231760939216,0.09354931782860622,0.24528884556690886,0.4633295189950928
2024-11-08,0.19782031506786815,0.05965993841981168,0.15419022751722744,0.5883295189950928
2024-11-15,0.19780831252634412,0.025770559011017144,0.063091609467546,0.7133295189950928
2024-11-22,0.1978,0.0023,0.0,0.7999
2024-11-29,0.19782981878201922,0.0019194092943955567,0.1249701812179808,0.6752805907056045
2024-12-06,0.26667765854114334,0.058071569535271435,0.09668362473597536,0.5785671471876099
2024-12-13,0.25363794804566786,0.047048796747727835,0.22168362473597536,0.47762963047062895
2024-12-20,0.23197991129875445,0.02969194324104456,0.13569851498957206,0.602629630470629
2024-12-27,0.21032187455184104,0.012335089734361284,0.04971340524316874,0.727629630470629
2025-01-03,0.1978,0.0023,0.0,0.7999
2025-01-10,0.1978039344705144,0.05163011084417887,0.07566595468530672,0.6749
2025-01-17,0.1978,0.0023,0.0,0.7999
2025-01-24,0.19782981878201922,0.0019194092943955567,0.1249701812179808,0.6752805907056045
2025-01-31,0.1978,0.0023,0.0,0.7999
2025-02-07,0.1978,0.0023,0.0,0.7999
2025-02-14,0.19782981878201922,0.0019194092943955567,0.1249701812179808,0.6752805907056045
2025-02-21,0.1978,0.0023,0.0,0.7999
2025-02-28,0.1978039344705144,0.05163011084417887,0.07566595468530672,0.6749
2025-03-07,0.19780786894102878,0.10096022168835775,0.15133190937061344,0.5499
2025-03-14,0.19781180341154317,0.15029033253253662,0.22699786405592018,0.42490000000000006
2025-03-21,0.19781573788205759,0.1996204433767155,0.3026638187412269,0.29990000000000006
2025-03-28,0.19781967235257197,0.24895055422089438,0.3783297734265336,0.17490000000000006
2025-04-04,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-04-11,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-04-18,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-04-25,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-05-02,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-05-09,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-05-16,0.19781584750768344,0.20099492165907146,0.3047720891190737,0.29641714171417144
2025-05-23,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-05-30,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-06-06,0.19781584750768344,0.20099492165907146,0.3047720891190737,0.29641714171417144
2025-06-13,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-06-20,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-06-27,0.1978732628915593,0.1668715276931686,0.505384562891019,0.12987064652425317
2025-07-04,0.19792674380492076,0.08341802288308685,0.6303310819776575,0.08832415133433492
2025-07-11,0.19790447917122808,0.06916830814164397,0.5196030613527931,0.2133241513343349
2025-07-18,0.1978822145375354,0.05491859340020109,0.40887504072792863,0.3383241513343349
2025-07-25,0.19791756890713205,0.03510368442935874,0.533839686358332,0.23313906030517725
2025-08-01,0.197860774512774,0.16010368442935874,0.44474441076949706,0.19729113028837023
2025-08-08,0.19790883780217042,0.09567035171576468,0.5696963474801007,0.13672446300196425
2025-08-15,0.19795690109156683,0.03123701900217063,0.6946482841907042,0.07615779571555831
2025-08-22,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2025-08-29,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2025-09-05,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2025-09-12,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2025-09-19,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2025-09-26,0.19798020197980204,0.0,0.7552244775522448,0.046795320467953205
2025-10-03,0.19795038319778283,0.00038059070560444324,0.630254296334264,0.17141472976234878
2025-10-10,0.19788506870310835,0.12537938447326621,0.5053196108289385,0.171415935994687
2025-10-17,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-10-24,0.1978732628915593,0.1668715276931686,0.505384562891019,0.12987064652425317
2025-10-31,0.1978595950404459,0.13616922957006003,0.41110052886524096,0.2548706465242532
2025-11-07,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-11-14,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-11-21,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2025-11-28,0.1978732628915593,0.1668715276931686,0.505384562891019,0.12987064652425317
2025-12-05,0.2730948761539193,0.18743222503404613,0.38038456289101896,0.15908833592101562
2025-12-12,0.24804595819049863,0.12492813405315223,0.505384562891019,0.12164134486533022
2025-12-19,0.3108580374605831,0.15586295951343698,0.38038456289101896,0.152894440134961
2025-12-26,0.3736701167306676,0.18679778497372174,0.25538456289101896,0.18414753540459178
2026-01-02,0.43648219600075205,0.2177326104340065,0.13038456289101896,0.21540063067422255
2026-01-09,0.4992942752708365,0.24866743589429122,0.005384562891018935,0.24665372594385332
2026-01-16,0.502,0.25,0.0,0.248
2026-01-23,0.502,0.25,0.0,0.248
2026-01-30,0.4516805573944128,0.2086215742089236,0.125,0.21469786839666358
2026-02-06,0.3974513125566439,0.16455099520153776,0.09829982384515477,0.3396978683966636
2026-02-13,0.343222067718875,0.12048041619415192,0.07159964769030955,0.4646978683966636
2026-02-20,0.3166647625650368,0.09845071310786918,0.19659964769030955,0.3882848766367845
2026-02-27,0.28056770374166945,0.06925149651864285,0.13689592310290322,0.5132848766367846
2026-03-06,0.25620805035262634,0.12255662467789305,0.208590794943653,0.4126445300258277
2026-03-13,0.23184839696358323,0.17586175283714328,0.2802856667844028,0.3120041834148708
2026-03-20,0.2074887435745401,0.22916688099639348,0.35198053862515255,0.2113638368039139
2026-03-27,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2026-04-03,0.19781978197819783,0.25032503250325033,0.38043804380438045,0.1714171417141714
2026-04-10,0.19781584750768344,0.20099492165907146,0.3047720891190737,0.29641714171417144
2026-04-17,0.19781191303716905,0.15166481081489258,0.22910613443376698,0.42141714171417144
2026-04-24,0.19780797856665466,0.1023346999707137,0.15344017974846025,0.5464171417141714
2026-05-01,0.1978437418251038,0.08108426568605992,0.27840441649001113,0.4426675759988252
2026-05-08,0.1978284360248163,0.05351668629207663,0.1809873016842819,0.5676675759988252
2026-05-15,0.19782570610426897,0.11559991416199557,0.24390407381436296,0.4426703059193726
2026-05-22,0.19786346354741277,0.08734830439351798,0.36886631637121914,0.3459219156878502
2026-05-29,0.2793073913192735,0.13090437662165724,0.2700885701049687,0.31969966195410066
